iter	Logloss
856	0.02221261868
857	0.02215984956
858	0.02210286785
859	0.02192975834
860	0.02187518613
861	0.0218339675
862	0.02179580179
863	0.02177157958
864	0.0217451822
865	0.0217240417
866	0.02168355228
867	0.02164638873
868	0.02161722204
869	0.02157745439
870	0.02152180524
871	0.02147710336
872	0.02142249164
873	0.02138684818
874	0.0212211501
875	0.0211677681
876	0.02100370317
877	0.02097676881
878	0.02082131167
879	0.02078232008
880	0.02076398632
881	0.0207278227
882	0.02069279522
883	0.0206541107
884	0.02062121889
885	0.02059849116
886	0.02055088319
887	0.02049891489
888	0.02034569487
889	0.02031086683
890	0.02027315741
891	0.02025339741
892	0.02021943927
893	0.02020024613
894	0.02017147972
895	0.02013225204
896	0.02009998244
897	0.02006258069
898	0.01991270938
899	0.01988499669
900	0.01986672415
901	0.01983819938
902	0.01982289675
903	0.01979135307
904	0.01974277152
905	0.01970699131
906	0.01969229631
907	0.01964361166
908	0.01961827063
909	0.0195882767
910	0.01957256967
911	0.01942749472
912	0.01939278026
913	0.01936783693
914	0.01935322584
915	0.01933514053
916	0.01928939765
917	0.01925405033
918	0.01922385466
919	0.01917875716
920	0.01913508461
921	0.01909168344
922	0.01895723922
923	0.01892201654
924	0.01888926139
925	0.01887184914
926	0.01884363958
927	0.01882991434
928	0.01879761208
929	0.01875130414
930	0.0187325834
931	0.01871392285
932	0.01868420581
933	0.01864954298
934	0.01862070173
935	0.01848608792
936	0.01845323975
937	0.01842503187
938	0.01840200783
939	0.01837877113
940	0.01836126361
941	0.01833791194
942	0.01829575319
943	0.01816812506
944	0.01813959724
945	0.01811374164
946	0.01807146016
947	0.01803960123
948	0.01801050233
949	0.01797881623
950	0.01793298996
951	0.01780992159
952	0.01778340584
953	0.01776996236
954	0.01775718911
955	0.01772624607
956	0.01769322384
957	0.0176653241
958	0.01763517574
959	0.01761416311
960	0.01759768638
961	0.01755411719
962	0.01754050363
963	0.01742200775
964	0.01739123543
965	0.01736763311
966	0.01733446247
967	0.01730966846
968	0.01728902452
969	0.01726002989
970	0.01714529621
971	0.01710599923
972	0.01708051174
973	0.0170751401
974	0.01704209949
975	0.01700493484
976	0.01697533095
977	0.01686382431
978	0.01682398354
979	0.01680904351
980	0.01678269627
981	0.01674487083
982	0.0167292102
983	0.01670890194
984	0.01666787757
985	0.01664392489
986	0.01661916858
987	0.01659173512
988	0.01657825686
989	0.01654915067
990	0.0165128638
991	0.01648423419
992	0.01644417179
993	0.0164203329
994	0.01640831125
995	0.01636993357
996	0.01632910286
997	0.01631502429
998	0.01628498716
999	0.01627271813
